row_index,treatment,propensity_score,logit_propensity_score
1,1,0.45852556294100666,-0.16627981412158538
2,0,0.6143172962787857,0.4654965435080986
4,1,0.6150535416593711,0.4686050682541431
5,0,0.41346556255787614,-0.3496571550510453
7,1,0.5928767523442985,0.37587058047100486
8,0,0.5041474213479106,0.016590065888551712
10,0,0.4576279220843667,-0.16989579978695213
11,1,0.7715726390851791,1.2172125559754305
13,0,0.45985100417163965,-0.16094248666033933
14,1,0.6155811034671667,0.4708338709693453
16,0,0.8173747904710197,1.4986617121492751
17,1,0.6638278533422034,0.6803994888440872
19,1,0.32925936022634433,-0.7115367651896372
20,1,0.505481628703787,0.02192739334979844
22,1,0.4589529678677787,-0.1645584723257058
23,1,0.9044147214628622,2.247269199870564
25,1,0.8968284200849841,2.16247113510481
26,0,0.350561161687125,-0.616573474691297
28,1,0.8181701614533199,1.5039990396105203
29,0,0.6650178902605731,0.6857368163053329
31,1,0.8336718002401236,1.6118768565755122
32,0,0.7411557067517652,1.0519840372449303
34,1,0.7038080985134485,0.8654981715694264
35,0,0.904875131774056,2.2526065273318094
37,1,0.8973212231488581,2.1678084625660574
38,1,0.6019227826628891,0.4134831692038357
40,1,0.9264950317058951,2.5340556835056542
41,1,0.8475862136337704,1.7157934602004659
43,0,0.8344105733239198,1.6172141840367584
44,1,0.7421783219382801,1.0573213647061768
46,1,0.869387590740669,1.8955548154645592
47,1,0.9638292430284308,3.282663171226943
49,1,0.9607538582946794,3.19786510646119
50,1,0.8471184994328494,1.7121774745350986
52,1,0.6039447554763003,0.421929021411126
53,1,0.9396785509791038,2.745850104095597
55,1,0.5150900215394494,0.06037842220587319
56,1,0.6886558110922001,0.7938425807453074
58,0,0.33492342455352914,-0.686000262800213
59,0,0.6684334048395582,0.7011080929621697
61,1,0.8376749518550957,1.6410293446303033
62,0,0.5387575212041734,0.15534171270421346
64,0,0.24325671646184344,-1.13490674041976
65,1,0.5409816136716219,0.16429502583082614
67,0,0.5164230275233282,0.06571574966711904
68,1,0.8610333455989068,1.8238992246404404
70,0,0.5851755286620446,0.34405638109491943
71,1,0.404608496807604,-0.38629925269847176
73,1,0.8383993909394207,1.6463666720915495
74,1,0.5400835581733121,0.16067904016545992
76,1,0.4738114635402717,-0.10485009652462744
77,1,0.7675184533020138,1.1943516697259584
79,1,0.7494671417103648,1.0957723935622519
80,1,0.8616707533392255,1.8292365521016858
82,1,0.5864705471046311,0.3493937085561659
83,0,0.6556023294306916,0.6437573911966608
85,1,0.9356210198179941,2.676423315986681
86,0,0.7668726149165912,1.190735684060592
88,0,0.47514231771908505,-0.09951276906338079
89,0,0.7684694532073005,1.1996889971872047
91,1,0.8933883939568662,2.125829037457384
