row_index,treatment,propensity_score,logit_propensity_score
0,1,0.1273266147631623,-1.9248058017620702
1,1,0.5970439296670883,0.393163145330459
2,0,0.6578712033143753,0.6538219078588373
3,1,0.5076965632721122,0.03078868501810716
4,1,0.6548066008014151,0.6402350887298859
5,0,0.5977481491326261,0.39609112279511305
6,1,0.5535515388345111,0.21503089710587922
7,1,0.6268018856998936,0.5185211027588194
8,0,0.5179979769957255,0.07202302569210313
9,1,0.8144672102648044,1.4793025392322725
10,0,0.5995929302001436,0.40376927117061207
11,1,0.8072343023119409,1.4321385137758338
12,1,0.4871134668837459,-0.051557550204941745
13,0,0.5471353516609576,0.18910292413634366
14,1,0.6105825713247489,0.44976168666472105
15,1,0.5667142970661114,0.2684579590560994
16,0,0.8135710957005979,1.4733833614643241
17,1,0.6872964079736265,0.7875099002974446
18,1,0.740425096553093,1.0481791698403182
19,1,0.39501912671276607,-0.42626265734338203
20,1,0.6513327761721984,0.6249027345860076
21,1,0.8306797926908406,1.5904527528940695
22,1,0.43978850399442865,-0.24202044525561078
23,1,0.9059610100184899,2.265286786510272
24,0,0.6860228497587884,0.7815907225294972
25,1,0.9328051501502034,2.6305997313017735
26,0,0.3078409518034749,-0.8102325082933937
27,0,0.6592326984855186,0.659876736558431
28,1,0.8298456248352573,1.5845335751261225
29,0,0.7106740778246805,0.8986601139592425
30,1,0.832166326016031,1.6010588787342226
31,1,0.8282826506913233,1.5735046545899405
32,0,0.7342554555635189,1.01632151208834
33,1,0.918609385648689,2.4236010256285083
34,1,0.6436238798262688,0.5911278274788285
35,0,0.924348791160637,2.502956060548265
36,1,0.6404989769920633,0.5775305013353815
37,1,0.9088787326088877,2.3000204497314654
38,1,0.583735282657959,0.3381261992969587
39,1,0.8591484764706159,1.8082354441487825
40,1,0.9458031331381727,2.859411343092671
41,1,0.8496435866025116,1.731808386693681
42,1,0.8800050150167885,1.9924776562365547
43,0,0.7972903785960582,1.3694444333958247
44,1,0.6925911622393045,0.8122612908942243
45,0,0.6383310700177505,0.5681278319739468
46,1,0.850621834137199,1.73948653506918
47,1,0.9611933989086153,3.2095852729065064
48,1,0.8488858494146021,1.7258892089257345
49,1,0.9582403760506686,3.1331687224659013
50,1,0.8509934938142067,1.7424145125338346
51,0,0.8326011214610001,1.6041752229546677
52,1,0.5300834095818754,0.12047915897389176
53,1,0.9285719128840231,2.56495665942812
