pair_id,treated_row_index,control_row_index,treated_propensity_score,control_propensity_score,logit_distance
1,57,277,0.2802861935741837,0.28394030684017896,0.01804293591199657
2,284,272,0.29349155184303855,0.2942858700680639,0.0038277068422422067
3,114,126,0.3235947596461324,0.32275751296728283,0.0038277068422424287
4,109,329,0.33939209459917197,0.3434490592288691,0.01804293591199624
5,246,234,0.34516069250770093,0.3460263611456205,0.0038277068422419847
6,336,324,0.3540124191754827,0.3548882567138164,0.0038277068422420957
7,166,178,0.38692358850107,0.386015997836745,0.003827706842242151
8,19,227,0.3894205932264287,0.39463322262533423,0.021870642754238667
9,239,327,0.3937191614889303,0.3750568457045457,0.07887764788461082
10,298,286,0.4101508594598606,0.41107720305165335,0.0038277068422423177
11,168,388,0.4152136891356347,0.41960131065225253,0.018042935911996405
12,171,291,0.43649096001925414,0.461410043370836,0.10074829063884935
13,22,218,0.4479584876222238,0.4543216354613518,0.02569834959648143
14,112,396,0.4576042496341387,0.4769145919515936,0.07758384241797037
15,279,343,0.462361409284414,0.5305545313268129,0.27321031436380216
16,176,232,0.4724154697734885,0.4826961920821407,0.04120738413287561
17,384,88,0.4778695619583032,0.4921075004818689,0.05700700513037188
18,60,296,0.4779519866156358,0.49757452458319645,0.07854730451161512
19,12,180,0.478192388873904,0.503124711409745,0.09978482854520504
20,338,142,0.4793926700495592,0.47298274305577465,0.02569834959648111
21,76,108,0.4930642164931027,0.5164539222163294,0.09358437584034147
22,90,162,0.49339226041938783,0.4973094491831661,0.015670190049375157
23,3,67,0.5008948426197862,0.5687589982613372,0.2732103143638019
24,382,110,0.501820149151158,0.5177374500739218,0.06369895672121224
25,409,13,0.511131438675384,0.5245312657533873,0.05367079717410616
26,74,62,0.5170222541811019,0.5179780083460538,0.003827706842242526
27,328,416,0.5209583119534561,0.522745867862457,0.007163914798508461
28,330,10,0.5222409439819532,0.5383457904506463,0.06466241881485756
29,282,194,0.5224813277499891,0.5421158777787775,0.07887764788461095
30,1,221,0.525485798220451,0.5299826230368055,0.018042935911996558
31,331,383,0.5315077719202222,0.5994649739659856,0.27703802120604415
32,346,402,0.5373122285865841,0.5475395335529014,0.041207384132876806
33,228,8,0.5415508910568486,0.5370680686259431,0.018042935911996516
34,230,378,0.542826772278594,0.5604802287868558,0.07138338971310595
35,182,278,0.5430658608011816,0.580741149403454,0.1531252823463144
36,133,121,0.5495746361481857,0.5505219747949369,0.0038277068422423732
37,38,202,0.5523973189894081,0.5988958430339022,0.19050495963694847
38,341,5,0.5549824676854579,0.5560091739504117,0.004158050215238518
39,258,2,0.5568541820308164,0.6178035323253702,0.25183117049553955
40,225,253,0.5604586894843636,0.5743692978439011,0.056676661757375874
41,6,102,0.5607989226146068,0.6185909753050204,0.23916684502943408
42,128,348,0.5620025029145229,0.5664387909883484,0.018042935911996988
43,82,170,0.5744714288784016,0.6410721318669169,0.27990226595464174
44,52,172,0.5803823201883149,0.5839596838424101,0.014706727955730359
45,15,135,0.5886849248801672,0.6128433278489626,0.1007482906388501
46,187,283,0.5932791565075314,0.6296377939271072,0.15312528234631417
47,273,97,0.5979937277824382,0.6352642348700289,0.15775529576922115
48,120,72,0.6036726738122279,0.6039031609826431,0.0009634620936443405
49,398,70,0.6050531033250347,0.6598724561050356,0.23616098044616385
50,292,240,0.6082109131416917,0.627507789853407,0.08174189263320886
51,14,254,0.6168993186540817,0.663270861655344,0.2014965812776992
52,173,45,0.6177048804171438,0.6539866912602358,0.15679183367557703
53,393,337,0.6219564949704282,0.6615754555854708,0.17246202372495234
54,222,54,0.622054721029689,0.6807615385486951,0.2589950852940484
