pair_id,treated_row,control_row,treated_propensity,control_propensity,distance
1,37897,48336,0.03721412812464697,0.03798569812687191,0.0007715700022249347
2,42697,5736,0.046915885678033176,0.047155656903581256,0.00023977122554807995
3,70949,60504,0.05724391077778482,0.057248014224050375,4.1034462655575865e-06
4,35078,55753,0.05745730422011292,0.05753158056468313,7.427634457021076e-05
5,23581,74392,0.06151638204248003,0.061528564105808786,1.2182063328758375e-05
6,37957,27999,0.06198991111646433,0.06196557693403353,2.433418243080049e-05
7,22930,64898,0.06326449848935138,0.06332608604264951,6.158755329813137e-05
8,66283,39159,0.06478949588350054,0.06478077460204101,8.721281459525554e-06
9,56042,17837,0.0686657461618754,0.06858669604795647,7.905011391892702e-05
10,58683,48104,0.06954928924569344,0.06954869263398436,5.966117090777656e-07
11,12492,21885,0.07390160791038633,0.07394619179785013,4.458388746379771e-05
12,13203,52450,0.07391027477947908,0.0738362643197797,7.401045969937514e-05
13,9639,10110,0.07522097838454954,0.07523577857937311,1.4800194823569313e-05
14,54486,68324,0.07636148331212443,0.07635693368052902,4.549631595407444e-06
15,6546,77951,0.07644908216469105,0.07639946342138981,4.9618743301241275e-05
16,62371,21854,0.07669730089674635,0.07673170344085521,3.440254410885801e-05
17,70898,56530,0.0767854723764114,0.07674134134441521,4.413103199618629e-05
18,76950,40689,0.07679518781934035,0.07683270902592361,3.752120658326308e-05
19,3637,12073,0.07741383763383752,0.07740707805598242,6.759577855106058e-06
20,69729,67477,0.07820319174927363,0.07820724957593944,4.057826665807007e-06
21,45815,79704,0.07892715458441707,0.07897970059002317,5.2546005606099455e-05
22,39030,6759,0.08136149209953565,0.08140192541400758,4.0433314471927106e-05
23,45397,62858,0.08219492470209668,0.08217372917642506,2.1195525671618975e-05
24,30342,8308,0.08281298976633815,0.08285989158051148,4.690181417332795e-05
25,51194,3418,0.0828531336580915,0.08293086165171167,7.772799362017191e-05
26,60480,18401,0.08404055442910836,0.08409372650979419,5.317208068582324e-05
27,33538,26983,0.08508061465790033,0.08507131294245482,9.301715445511616e-06
28,64910,7319,0.08623356197592655,0.086229888664294,3.6733116325488036e-06
29,68836,45189,0.08863739381778234,0.088579573361666,5.7820456116339236e-05
30,57041,55491,0.08864513867707595,0.08869611727882745,5.097860175150293e-05
31,31990,20932,0.08965078511697554,0.08964831449426351,2.47062271202525e-06
32,12479,35830,0.0898187698424444,0.08981252102244135,6.248820003051936e-06
