pair_id,treated_row,control_row,treated_propensity,control_propensity,distance
1,62324,49785,0.02770468224201345,0.02776645240480105,6.177016278760203e-05
2,55113,57828,0.028225071392930217,0.02818655132742417,3.852006550604872e-05
3,50971,33605,0.03077638175721651,0.030788249149193706,1.1867391977195968e-05
4,5725,32416,0.031697995768458324,0.03165868752065832,3.9308247800004525e-05
5,50422,43419,0.03346587904927872,0.033466312153072934,4.331037942173488e-07
6,28038,1802,0.03374235753897314,0.03373038456010614,1.1972978867000328e-05
7,11011,75620,0.033864014155429736,0.03386894583814624,4.9316827165010735e-06
8,23880,23380,0.034941165715841896,0.03496171996839475,2.0554252552852648e-05
9,32897,65214,0.03698057323389259,0.03697880752679192,1.7657071006704772e-06
10,64000,67489,0.03739062678395921,0.03737274832421527,1.7878459743943254e-05
11,12666,78391,0.03861497317559563,0.038600822826686164,1.4150348909468258e-05
12,9659,72595,0.039296030233564996,0.039276849805052826,1.9180428512170777e-05
13,48518,75855,0.04019995016989509,0.04022460533791843,2.4655168023343665e-05
14,30278,25429,0.04053129747005574,0.040536425716656575,5.12824660083705e-06
15,22930,57105,0.040615682012388105,0.040679818509047325,6.413649665922005e-05
16,58698,21850,0.04160865414876441,0.041613641614714265,4.987465949853054e-06
17,32327,22446,0.04216037649558281,0.042156094928650245,4.281566932565206e-06
18,52261,77150,0.04229492752410623,0.04227546057656827,1.9466947537953583e-05
19,38702,77088,0.042766339443962374,0.042765749616001075,5.898279612989721e-07
20,45625,72032,0.04443162822299849,0.04443406800133777,2.4397783392818284e-06
21,66283,66976,0.0454653221205693,0.04545444624339957,1.087587716973315e-05
22,48395,20663,0.04559552205092566,0.04559066266151542,4.859389410236115e-06
23,71445,83317,0.045831109654571364,0.04581455554007958,1.6554114491786065e-05
24,17156,13414,0.046114850260024626,0.0461144659739837,3.842860409261628e-07
25,851,69357,0.0462404051879024,0.046241441771330015,1.0365834276146457e-06
26,17484,49680,0.04873035864014286,0.04873213369667044,1.775056527583696e-06
27,13535,21230,0.04985315731029492,0.04986604724945234,1.2889939157420538e-05
28,49941,62687,0.050231787144193386,0.05022129677590778,1.049036828560529e-05
29,25942,26103,0.05031482232004627,0.050329144097869566,1.4321777823296522e-05
30,32792,80136,0.05104907525367995,0.051030925707374136,1.8149546305815112e-05
31,14903,4874,0.05142884357197573,0.05144247746656075,1.3633894585016182e-05
32,4405,30138,0.05349684443663076,0.0534891949525544,7.64948407636079e-06
33,42697,55495,0.05469365997368552,0.054684393001922786,9.266971762733611e-06
34,56168,33074,0.055893587630575364,0.05588603647387989,7.551156695477512e-06
35,63967,70255,0.05591807560954407,0.05592469091447662,6.615304932545973e-06
36,68095,46124,0.056107698116058626,0.056099470352262676,8.227763795949639e-06
37,45767,57149,0.056583008504172805,0.05659068337338898,7.674869216177382e-06
38,12995,47359,0.056780629128040466,0.05677941051430196,1.2186137385086782e-06
39,8738,75477,0.05759096499417997,0.05758418792005471,6.777074125260962e-06
40,67555,24912,0.05802089632242151,0.05802916882127957,8.272498858062638e-06
41,12216,24991,0.05804199853208682,0.05797234371274412,6.965481934270018e-05
42,13203,54045,0.05806303502851071,0.05816884200641902,0.00010580697790831678
43,60480,27702,0.05848597535628034,0.05847731755666839,8.657799611948291e-06
44,67563,76691,0.05851814759525071,0.05852909650299669,1.0948907745979286e-05
45,63163,54241,0.05868770242814376,0.0587041392245997,1.643679645594448e-05
46,12027,42170,0.05902489954432865,0.05902841553461126,3.515990282608461e-06
47,55755,50048,0.06122819611050857,0.06122815630145078,3.980905779327193e-08
48,42261,68682,0.06237020237469836,0.06240888676829736,3.868439359899778e-05
49,81497,7499,0.06338878482791478,0.06343172084519648,4.293601728169727e-05
50,43028,18615,0.06465910340472998,0.06464247913097124,1.6624273758744645e-05
51,40470,80522,0.06476841592020488,0.06476034309900221,8.072821202673164e-06
52,48956,82519,0.06515526270229158,0.06514198561219622,1.3277090095353827e-05
53,62922,56951,0.06597984316193352,0.0659800280112454,1.8484931188500475e-07
54,33869,6791,0.06616676171806422,0.06616599099915102,7.70718913203905e-07
55,77894,17087,0.06629840175745524,0.0662999705620617,1.5688046064582517e-06
56,7564,9333,0.06696967744511045,0.06698258236633191,1.2904921221454368e-05
57,68333,7101,0.06730894029997828,0.06733101538645168,2.2075086473408168e-05
58,56327,49990,0.06743587602045936,0.06744858380446846,1.2707784009094447e-05
59,22025,32382,0.06865991716012892,0.0686537248521445,6.192307984431711e-06
60,8042,55580,0.06903147491008484,0.0690379037219648,6.428811879968799e-06
61,70371,13345,0.06909523039707373,0.06909200726835135,3.2231287223766225e-06
