pair_id,treated_row_index,control_row_index,treated_propensity_score,control_propensity_score,logit_distance
1,114,216,0.30245015370752604,0.3049412946853556,0.011780464163624438
2,284,270,0.34068693136603684,0.3373997275176622,0.014669016419133318
3,57,277,0.35118477318460223,0.31068225538292715,0.18309616204459045
4,279,327,0.3537541830209427,0.4012600034123234,0.20235984269126522
5,171,329,0.3710683651506244,0.4148937988758747,0.1838654539045293
6,71,227,0.38806651631819444,0.4187204151895773,0.12741840721612352
7,166,178,0.4055307240562098,0.39689065301327536,0.03596531375539458
8,90,78,0.40559311239192936,0.41429249414753305,0.03596531375539502
9,168,334,0.42592359577897215,0.4277543434383596,0.0074832164830493375
10,246,108,0.43664359032917194,0.43097044363765885,0.023097662903015403
11,60,296,0.4443413526350976,0.4439473255775549,0.0015960257922032761
12,336,8,0.4484217731824867,0.4487547085361126,0.0013459719920190516
13,19,135,0.45490454565188015,0.4904444017322091,0.14264627024148413
14,176,162,0.4714684389509488,0.46781472086606246,0.01466901641913304
15,350,88,0.48096330174426066,0.4805093806183884,0.0018183837546923293
16,223,291,0.48139580610912897,0.5222830698824852,0.16364250627478238
17,76,62,0.4894923750828305,0.48582131163881664,0.014693274230894116
18,338,278,0.4899467788104598,0.4950979939732509,0.020609652638692546
19,330,378,0.4906345249299513,0.47706658621079784,0.05433178283644914
20,225,5,0.4954990966084042,0.5411795276625925,0.18309616204459112
21,123,221,0.49943456680175213,0.5503817831135503,0.20447510654322265
22,230,170,0.5086799105217945,0.5138296674110976,0.020609652638692334
23,379,121,0.513238720169626,0.5681794131762419,0.22145978276696732
24,15,45,0.5181619313433482,0.5682429054354734,0.20200612699715903
25,130,232,0.5267087528385516,0.5296445075352098,0.011780464163623966
26,346,110,0.5359523735687195,0.5363432617696248,0.0015717679804419515
27,258,72,0.5449488757742375,0.552682813583525,0.031234119933432225
28,22,10,0.5453446291343075,0.5542465309632097,0.03596531375539533
29,360,348,0.5478686107279422,0.5567612599009958,0.03596531375539594
30,298,70,0.5494354376356408,0.531843455760351,0.07084344082203617
31,112,240,0.5571550884468229,0.575168256270452,0.07334540968293918
32,133,13,0.559334531973168,0.586464428320161,0.1109067492305367
33,260,140,0.5656812603813959,0.5927049446852595,0.11090674923053678
34,328,54,0.5662937132132575,0.6027806662604257,0.15031946184766753
35,12,332,0.5748857642284221,0.6265738355458479,0.21573289462115797
36,228,194,0.5839317348549512,0.628113533730634,0.18519758891430804
37,38,208,0.5898579961407102,0.6315391803464948,0.17544722825016756
38,1,275,0.5951589020159753,0.5935618589022407,0.006624099711428966
39,342,224,0.5981135736400623,0.64393574895464,0.19487662620821616
40,128,310,0.601357398449935,0.6532752475197856,0.2223431573503486
41,187,175,0.6022761281982282,0.610858749466758,0.035965313755395856
42,242,124,0.6153365467439231,0.6603157069254899,0.1949008840199763
43,6,2,0.6157142524202477,0.66632588229922,0.22021747266887043
44,115,27,0.6157465365235409,0.6242805429245414,0.036224099058658865
45,20,340,0.6191791480075316,0.6685917728263592,0.21575715243292037
46,282,202,0.6196135406102021,0.6700494550129342,0.22050051578389446
47,315,67,0.6197066893949392,0.6285181266778637,0.03756133954759794
48,222,24,0.6244589668211791,0.6763155949277234,0.2283729604175474
49,303,343,0.6281454052695588,0.6323650688298889,0.018107683777790373
50,117,283,0.6290118706122806,0.6371431865113332,0.03500604677232311
51,134,102,0.6329148318862512,0.6858090160111159,0.23585617690059757
52,7,305,0.6333172507051006,0.6412320998532931,0.03424136825751034
53,55,183,0.6368758872293054,0.6536620681466926,0.07334540968293868
54,271,83,0.6454163718038363,0.6698186456098482,0.10841351187271342
55,195,97,0.6454755936470802,0.6743378881830396,0.12866071731422035
56,34,132,0.6495258424661975,0.700347587392762,0.2319979368324946
57,285,253,0.650089617859117,0.7016755224047545,0.2358561769005978
58,74,172,0.653631177674318,0.7041338418518416,0.23202219464425577
59,185,167,0.6663277780864688,0.7159975450008004,0.23307128653901021
60,36,32,0.6683929414836579,0.715274942522368,0.22021747266887048
61,312,294,0.6720424182990686,0.7156500599157937,0.20554845624973705
62,173,367,0.6742757270646641,0.719400240864674,0.2139006738842265
63,252,308,0.6765686058548488,0.7186256658571173,0.19960782003017719
64,4,186,0.6847328045994419,0.7306508220336627,0.22231889953858786
65,65,59,0.6905152667176607,0.7309868664801058,0.19710597278361508
66,287,335,0.6929159260666334,0.7342213926869592,0.20235984269126484
67,104,86,0.7036141630488655,0.7446190682971487,0.20554845624973672
68,44,362,0.7078940147045008,0.7477462482007139,0.2014504615966315
69,179,81,0.7086277185853931,0.7344637469505562,0.1286607173142208
