row_index,treatment,propensity_score,logit_propensity_score
0,1,0.00025396288012404015,-8.278068447735189
1,0,0.03604706004668224,-3.286217167640846
2,1,0.9123383891236014,2.3425268907262367
3,1,0.5035308189757297,0.01412351067047443
4,1,0.7752214687862017,1.238033142964737
5,0,0.0020641574278171407,-6.180966870367328
6,1,0.36534885354505137,-0.5522228120002449
7,1,0.9998425471179585,8.756226840818593
8,0,0.05683287078529129,-2.8091286289874926
9,1,0.9146615940435139,2.3719295554442414
10,0,0.009957867244705286,-4.5993845839524745
11,1,0.9965717466572481,5.672270233755543
12,0,0.0033219417473510553,-5.703878331713975
13,0,0.18451905594856247,-1.4860253121705964
14,1,0.9843686005777872,4.142718746196479
15,1,0.8598826169248122,1.814315366140725
16,1,0.945267904620961,2.8490180940975955
17,0,0.01025195573461988,-4.569981919234468
18,1,0.7424539174258218,1.0587621391326136
19,1,0.09683940412238724,-2.2328464058115047
20,0,0.26718797744010725,-1.0089367735172439
21,1,0.9848146366503566,4.172121410914496
22,0,0.057367814922239184,-2.799192728482225
23,1,0.9993135257858821,7.2832551848885325
24,0,0.016416858917632834,-4.092893380581116
25,1,0.7480359847060423,1.0881648038506175
26,0,0.0010621955275998054,-6.846354500434454
27,0,0.9684859444951353,3.425300317273581
28,1,0.9905215418109388,4.649209949567839
29,0,0.05897866388518232,-2.769790063764222
30,1,0.9457796848724558,2.85895399460286
31,1,0.5845168892403761,0.34134371020970816
32,0,0.6461247570692069,0.6020481776156151
33,1,0.9969303163455476,5.783106362047359
34,0,0.23357962659049972,-1.188207777349366
35,1,0.9998864832963906,9.08344704035938
36,0,0.09172922405098177,-2.292701525110867
37,1,0.9472678545976213,2.888356659320865
38,0,0.005296652410162997,-5.235369549301593
39,1,0.9935441080835483,5.036285268406438
40,1,0.9980927711429708,6.260194900700681
41,1,0.2388844702129577,-1.1588051126313634
42,1,0.988681558901683,4.469938945735715
43,0,0.8948751543049751,2.1415355656799577
44,1,0.9169979578144439,2.402240033085863
45,0,0.006582345848370028,-5.016759980246201
46,1,0.6041476118005696,0.4227771737834921
47,1,0.9999773296955082,10.694431991488457
48,0,0.33587828881680076,-0.6817165739780089
49,1,0.9890059008534892,4.499341610453724
50,0,0.07784651634148265,-2.4719725289429904
51,1,0.9989272720914251,6.836477123876752
52,0,0.01056412174809972,-4.539671441592848
53,1,0.6111573849135354,0.45217983850149585
54,0,0.9211764156030324,2.458439319336415
55,1,0.5324632533428476,0.13003593928065163
56,0,0.7947739323080265,1.3539455715749138
57,0,0.0008856881121591214,-7.0282596066455065
58,0,0.197892997867368,-1.3995155482784225
59,1,0.9998597774145525,8.872139269430205
60,0,0.07557759098846441,-2.504009296039924
61,1,0.9232850905118648,2.4878419840544175
62,0,0.011167997209110641,-4.483472155342296
63,1,0.9920371809442166,4.824977497477399
64,0,0.0014264042804327476,-6.551171067992153
65,1,0.20260160900593224,-1.370112883560419
66,1,0.9860555508619947,4.258631174806662
67,1,0.873274631166697,1.9302277947509014
68,1,0.9509644214535721,2.964930522707774
69,0,0.011497409767033511,-4.454069490624292
70,0,0.5526712118399242,0.21146940285443488
71,0,0.10746179051200236,-2.1169339772013274
72,0,0.29048610332907165,-0.8930243449070667
73,1,0.9864541128517796,4.288033839524662
74,0,0.06396718603346302,-2.683280299872047
75,1,0.9994939528408306,7.588374517835972
76,0,0.00710246110487965,-4.940186116859294
77,1,0.5599285454074047,0.24087206757243887
78,0,0.0011925810577299368,-6.730442071824275
79,1,0.9718379226410266,3.5412127458837626
80,1,0.9915501629136962,4.765122378178014
81,0,0.06575041537961095,-2.6538776351540436
82,1,0.8820160087355913,2.0116612583246836
83,0,0.37614364745748435,-0.5059490260684691
84,1,0.6721577706696187,0.7179606062257924
85,1,0.997265364630138,5.899018790657515
86,0,0.2549668174386061,-1.072295348739189
