pair_id,treated_row,control_row,treated_propensity,control_propensity,distance
1,27582,75144,0.00605125880287935,0.006050955774914326,3.0302796502450213e-07
2,74357,36089,0.007091326913086047,0.007093938421701018,2.611508614970906e-06
3,39765,29371,0.007461059249549895,0.007462640087832559,1.580838282663928e-06
4,30465,64297,0.010247509038090217,0.010245804948235786,1.704089854431129e-06
5,16061,55941,0.01143786387777742,0.01144208700658059,4.223128803170634e-06
6,73305,38566,0.011603704224646271,0.011598669664116608,5.034560529663598e-06
7,5589,77564,0.01253033329632034,0.01252667497510836,3.6583212119790237e-06
8,63086,81131,0.013638853995522981,0.013664281758511965,2.5427762988984234e-05
9,80305,67909,0.014443500058706121,0.01443882736778629,4.672690919830733e-06
10,59901,80184,0.018853565090366942,0.018861821808532325,8.256718165382954e-06
11,56187,16807,0.019842415981894335,0.0198533969809434,1.098099904906294e-05
12,19061,36035,0.020166968915106675,0.020174816897428293,7.847982321618208e-06
13,17863,78513,0.021850710998536176,0.02188072594025557,3.0014941719395255e-05
14,43611,38081,0.022764400244986802,0.02277072025345665,6.320008469846983e-06
15,51931,73508,0.023322884689317726,0.02328941915069721,3.346553862051613e-05
16,15905,22190,0.02490864599589514,0.02493839870482336,2.9752708928219157e-05
17,34001,54593,0.02542499793168874,0.025418913847374196,6.08408431454488e-06
18,57333,5124,0.026441800841195517,0.026364611858082823,7.718898311269429e-05
19,22740,81188,0.029939178955059414,0.02997354481053968,3.4365855480264496e-05
20,33244,68729,0.033669012145629534,0.033671954055369886,2.9419097403518557e-06
21,83401,76791,0.03412579282129021,0.03408720594494654,3.858687634367142e-05
22,3335,8083,0.03487558169425417,0.03497419553874532,9.861384449114802e-05
23,43716,58174,0.03583227087841291,0.03580918714848652,2.3083729926390295e-05
24,49414,16139,0.039758624689402874,0.039740457525766715,1.8167163636159667e-05
25,69076,27974,0.04178083164419045,0.04176587451244914,1.4957131741308305e-05
26,33620,39942,0.04192615008726308,0.04191861669316097,7.5333941021091255e-06
