pair_id,treated_row_index,control_row_index,treated_propensity_score,control_propensity_score,logit_distance
1,0,442,0.18002907333755255,0.1653698235155703,0.10265387592409403
2,487,277,0.24660965087757178,0.25715881863483453,0.05598835640081323
3,492,164,0.2750731424295433,0.2772815521704512,0.011047428453826336
4,284,64,0.29458891125035946,0.2897730826568831,0.023286503592683805
5,114,334,0.31636843018120614,0.32142622154893247,0.023286503592683694
6,109,327,0.3408680538851234,0.3385317355751713,0.010415893197704085
7,447,227,0.35776964010224876,0.3524369909136346,0.023286503592684138
8,246,324,0.36555376754306385,0.36177380304691237,0.016334429775436754
9,19,329,0.3746052165278365,0.34611921776830895,0.12363138056532152
10,239,497,0.3800764176039827,0.45010248989714813,0.28896728134666283
11,336,58,0.3933415775338693,0.39570958244190835,0.009913171946828003
12,22,178,0.413987552623398,0.41615253003021885,0.008917207991235798
13,166,386,0.41809480687353795,0.42377078540411,0.023286503592683527
14,298,286,0.43688804530920355,0.4388543558948139,0.007988596826354527
15,379,381,0.43900590111576543,0.45109946091055286,0.0489681230585578
16,112,270,0.4428869913165557,0.4467749551775577,0.01574360903186736
17,279,499,0.45420430603640843,0.4599829958096615,0.02328650359268311
18,12,232,0.4581100379671686,0.4638961841844551,0.023286503592684443
19,168,388,0.46032450484695187,0.4661145622272369,0.023286503592683944
20,171,291,0.46652565939488433,0.48767461641800164,0.0847864262472834
21,384,162,0.47565563911012787,0.4741533668961711,0.006024269386663214
22,382,62,0.47996267026114225,0.48950682907057935,0.03821341906191612
23,71,67,0.48185846023611634,0.5385539473272949,0.22712054858208613
24,409,13,0.4950910771111989,0.5546379681708304,0.2390644077026337
25,282,218,0.49532705013257766,0.49173534297921806,0.014369295601448302
26,438,396,0.4975562355281204,0.5092318467118462,0.04670671971010656
27,176,402,0.5034112171711583,0.516517508109036,0.05244900213862506
28,182,88,0.5107002607757376,0.5167827945198012,0.024348827282304503
29,338,296,0.5129283144357493,0.5245880275706092,0.046706719710106405
30,90,208,0.5184872701467713,0.5379127962936151,0.0779600252066533
31,76,194,0.518777415612232,0.540393760278662,0.0867829341851354
32,74,416,0.519275819794933,0.5456767783917196,0.10607642190211594
33,433,343,0.5253054281885515,0.5617398491445997,0.14691788415800477
34,60,180,0.5267863388500725,0.5478616221445054,0.08478642624728427
35,82,202,0.5306400531968107,0.5516897683818792,0.08478642624728319
36,3,221,0.534981064170118,0.5623495712629109,0.1105499604125347
37,52,108,0.5356955768161147,0.5563585657996253,0.08337070889634388
38,223,121,0.5407692184508447,0.5774229235844808,0.148763379474451
39,346,110,0.5558673000509192,0.5580428289238711,0.008816529160835473
40,123,459,0.5559989927084875,0.5917749789795114,0.14636826360126
41,1,97,0.5566103975418777,0.5938932973654882,0.15266704767697759
42,187,253,0.5595433431151197,0.596042172272722,0.1496919906393325
43,328,172,0.5620984347147211,0.5599023178577371,0.008917207991235632
44,38,102,0.5633160244368429,0.5668474693004649,0.014369295601447951
45,331,5,0.5637055673709263,0.600081826550678,0.14959131180893276
46,330,8,0.5637779923991775,0.5714810237467893,0.031387018021284796
47,441,461,0.5680721044433565,0.6035493014773828,0.14628634890188358
48,258,10,0.5690356051725465,0.5731519224426915,0.016805125987189695
49,322,478,0.572555893561859,0.5747368266805308,0.008917207991235854
50,133,383,0.5754724645093636,0.6350057447109838,0.24953791965346261
51,466,72,0.5766881794166804,0.5749962561113668,0.006927079871031416
52,228,448,0.5771739330545861,0.5828464184087466,0.023286503592683583
53,230,2,0.5788389928734744,0.5850292533582699,0.025444663333998807
54,292,378,0.580676731428899,0.5928253278488366,0.05010548035710238
55,341,337,0.5830944813921415,0.6370562656804957,0.22712054858208558
56,450,348,0.5845052209015243,0.5977188296224193,0.05467352161396877
57,436,278,0.5847874427047971,0.6075815019047615,0.09469959819411145
58,222,462,0.5906710924656999,0.6309543534388208,0.16957285249456694
59,128,432,0.5921070496528993,0.6386658894487718,0.19689572634652358
60,130,362,0.5937546943450404,0.6451558193734179,0.21830401942125038
61,192,332,0.5955728220072,0.6527339303133299,0.24402635339967593
62,350,254,0.599359144215041,0.6529761362873918,0.22935144787507689
63,412,240,0.6011690375775119,0.6597664375190848,0.251915078129927
64,122,224,0.6054533782425093,0.6604751283103601,0.23717201308031993
65,225,135,0.6056569610746351,0.6401488955501495,0.1469178841580051
66,6,154,0.6064149832642131,0.6667777189428011,0.2613795120841065
67,342,170,0.6110021719757213,0.6689504283879424,0.2519150781299289
68,498,140,0.6131194909393174,0.6734330233296506,0.26330952042742595
69,14,124,0.6136246657902191,0.674127307645791,0.26433800368840976
70,312,70,0.6158187895895995,0.682425679337786,0.29310335049579295
71,217,237,0.6172338497789503,0.6511527447133354,0.14628634890188424
72,468,54,0.617926285685182,0.6831098415588911,0.28734484622813233
73,15,127,0.620394738979396,0.651296186047796,0.13351759317396628
74,242,132,0.6255157296306016,0.6840581280027015,0.2594579726907442
75,398,24,0.6276021990583214,0.6874902778658323,0.2664682241509997
76,117,283,0.6316550690650162,0.6533186264200818,0.09433516949464016
77,7,27,0.6318019942213731,0.6651303179646666,0.14628634890188363
78,134,32,0.6335230154995762,0.69719678681121,0.286623963298834
79,273,183,0.6337273619919176,0.6671135319127692,0.146917884158005
80,104,464,0.6382258877170697,0.6974079733948524,0.26731285699235974
81,493,45,0.6391155327008411,0.671898711275935,0.1452578656408997
82,120,410,0.6404843857481071,0.7053726036979494,0.29554755110771735
83,119,29,0.6408762065521073,0.6725946716739771,0.14077478264809684
84,17,83,0.6458447056311194,0.6806278560664439,0.1558350921492404
85,34,394,0.6476808300445259,0.7060286260045306,0.2673128569923595
86,173,367,0.6478816699417129,0.6887569795662941,0.18457368335213664
87,63,275,0.648025729259767,0.6942441526997892,0.20966448207444044
88,393,175,0.6531755740070101,0.7071405675451737,0.2485094363924788
89,20,364,0.6545199248950304,0.7102266417086387,0.2575179824654248
90,488,308,0.6547524522511363,0.7166060373488093,0.28769266680610117
91,271,167,0.6551257678681491,0.7171296323040003,0.2886204712366859
92,4,310,0.6552338332897394,0.7179903031216531,0.2923888473841425
93,490,294,0.6562939372502733,0.7186294375528338,0.2908513705296769
94,357,59,0.6701572828841951,0.7240422207740971,0.2557053171096231
95,247,405,0.6702968665372635,0.7279206099494889,0.2745700464664892
96,452,186,0.6716957593503934,0.7285489463162275,0.2714082116289398
97,374,156,0.6719313871947207,0.7325471894076409,0.2906511584104059
98,403,389,0.6722645592603484,0.7285457475796622,0.26881154219882897
99,147,443,0.6837432217388953,0.7357454828351117,0.252943561390912
100,303,397,0.6856682978329516,0.7374640387294275,0.25288408274733687
101,290,86,0.6874507767204768,0.7405391911157181,0.26054463359473756
102,55,305,0.6892789102498958,0.7399287014872558,0.24884771248806448
103,149,289,0.6909854414865019,0.7405360833511714,0.24402635339967582
104,165,297,0.6930729659945509,0.749196057636339,0.27980394207585024
105,65,197,0.7059978602376739,0.7605740153012327,0.27980394207585046
106,285,81,0.7108080290013639,0.7613066025391444,0.26054463359473734
107,395,89,0.7119396687252153,0.7667702217068761,0.2853398042758901
108,177,335,0.7329306560094278,0.7841905001638978,0.28071314797639824
109,77,235,0.7447951536005749,0.7944165358628273,0.280713147976398
110,306,424,0.7449883585712764,0.7968471352178333,0.2946447406233488
111,206,354,0.7564951603415409,0.8034333082750111,0.2743330903346144
112,426,340,0.7607591118566294,0.8081445835009214,0.2811531115575987
113,445,351,0.7840836026330807,0.8283654677653942,0.2844626724435426
114,437,43,0.7922193795431707,0.8326201648417694,0.26595632775242106
115,204,16,0.793051408041874,0.8339323627481096,0.27033950812167173
116,219,251,0.794931932157167,0.8369335598300918,0.2806724334638455
117,347,489,0.8153677783975003,0.8535852620170592,0.27772875019006493
118,231,51,0.8159732752648731,0.8553251997149295,0.2876926668061035
119,366,262,0.8237957069627903,0.8618687842171507,0.288620471236686
120,249,281,0.8292718834813452,0.8669321710586455,0.2936260117143552
121,39,181,0.8378893868319396,0.873868144961482,0.29299447645823395
122,385,189,0.8422488915818929,0.8771709565690575,0.2908513705296769
123,48,408,0.8522117965808115,0.8828156172588512,0.2673128569923584
124,496,316,0.8771653554679598,0.9049562330142599,0.28769266680610217
125,411,243,0.8853710200240796,0.9104023304296923,0.2742511756352388
126,421,143,0.8914050988164749,0.9152938718946537,0.2748827108913594
127,429,427,0.8943042409012322,0.9181680765903651,0.28223177315055015
128,23,481,0.9084846113599732,0.9292610672389925,0.2801228129071034
129,33,35,0.9148655753995433,0.9337851492295804,0.2717959399851604
