row_index,treatment,propensity_score,logit_propensity_score
0,1,0.1450937453769921,-1.7736117658516863
1,1,0.517253058746656,0.06903964488628765
2,0,0.6237162741699495,0.5053521273333464
3,1,0.5010909119413405,0.004363654689553274
4,1,0.6693696959299212,0.705335672216515
5,0,0.544937204368516,0.18023514487757636
6,1,0.6494329536710036,0.6165476273246351
7,1,0.6586010102929841,0.6570660528507581
8,0,0.51859100960527,0.07439833636675583
9,1,0.7981857540563174,1.3749936450717557
10,0,0.49640263494215153,-0.014389708525123722
11,1,0.7875663061777948,1.3103176548750213
12,1,0.5462657330575127,0.18559383635804458
13,0,0.5503290322313239,0.2020002071890235
14,1,0.6543719422625087,0.6383126896360817
15,1,0.5342772047131921,0.13732421699228836
16,0,0.7990475810824964,1.3803523365522243
17,1,0.7016676675528872,0.8552518092132853
18,1,0.7844118440801594,1.2915642916603443
19,1,0.3790427793203272,-0.4936131188574703
20,1,0.5516547707532261,0.2073588986694918
21,1,0.818757822567509,1.5079542073744916
22,1,0.5296080331747126,0.11857085377761194
23,1,0.8792486559298022,1.985334319210731
24,0,0.7027881896529067,0.8606105006937537
25,1,0.8967112842336743,2.161205809398753
26,0,0.37463893095046397,-0.512366482072147
27,0,0.6926081074709002,0.8123408813279976
28,1,0.8195516594146887,1.5133128988549596
29,0,0.7287346876884242,0.9882123715160213
30,1,0.8060467908502503,1.4245248539630802
31,1,0.8123865406668868,1.4655924833522602
32,0,0.7073142541364446,0.8823755630052013
33,1,0.8987098324697202,2.182970871710202
34,1,0.6886011207408284,0.7935875181133211
35,0,0.892668669216907,2.118294881513466
36,1,0.7297926968390022,0.9935710629964895
37,1,0.9083927466370317,2.29416637170149
38,1,0.5405731378399179,0.16265018226356195
39,1,0.8156813233405429,1.4873575456637076
40,1,0.8991965955063584,2.18832956319067
41,1,0.8406709866284263,1.6632290358517303
42,1,0.8908586088236432,2.0995415182987904
43,0,0.8318160561412405,1.5985530456549955
44,1,0.734063138199932,1.0153361253079365
45,0,0.6201619316331479,0.49023559796899796
46,1,0.8128451359286505,1.4686041824490306
47,1,0.942313320693345,2.793311545849175
48,1,0.8413874377035583,1.6685877273321994
49,1,0.9511623409330182,2.969183036037197
50,1,0.8291761462554713,1.5797996824403193
51,0,0.8348389961133981,1.6203181079664433
52,1,0.6214234156456694,0.49559428944946643
53,1,0.9119953871443701,2.338245700187441
54,0,0.6940889592141094,0.8193057922974578
55,1,0.5789141154067351,0.31831731965366405
56,1,0.7348341478506202,1.0192893371806262
57,1,0.3121686419261356,-0.7900001280323334
58,0,0.4124884631910316,-0.35368764558527493
59,0,0.7253227025153381,0.9710197178148704
60,1,0.46164944760420745,-0.15370410070210613
61,1,0.8440856707353377,1.688947310035867
62,0,0.5743359188804114,0.2995639564389881
63,1,0.584210534360873,0.3400823819651115
64,0,0.3133204133801034,-0.7846414365518647
65,1,0.6262011606020613,0.5159538721531347
66,1,0.7215707317561451,0.9522663546001935
67,0,0.6109430188424382,0.45127788195640023
