row_index,treatment,propensity_score,analysis_weight
0,1,0.10839539336403078,6.511062960019006
1,1,0.5371168905158356,1.3139955998989814
2,0,0.6258616031121318,0.7864222749608673
3,1,0.5382601526128971,1.3112046792674286
4,1,0.6773317878163273,1.0419845096072988
5,0,0.6198903124766083,0.774068062163405
6,1,0.6023451049144734,1.1717024426876392
7,1,0.7118131384027034,0.9915091372898299
8,0,0.5686750846782633,0.6821557456547453
9,1,0.7043938652950462,1.0019525517497352
10,0,0.5667269564207054,0.6790885645691482
11,1,0.8074496932714743,0.8740720773695838
12,1,0.5139835520911268,1.3731358287591688
13,0,0.5386430343465435,0.6377507898120207
14,1,0.6409735793812772,1.1010894262607516
15,1,0.6588379989215875,1.071233341010176
16,0,0.8258553381734869,1.6895767354837934
17,1,0.7035766615399575,1.0031163188734464
18,1,0.6338052197547208,1.1135427869186052
19,1,0.3949007414783873,1.7872066487569693
20,1,0.6458935648705482,1.0927020629330517
21,1,0.8166798208708483,0.8641933016254149
22,1,0.47350164483778556,1.49053174041458
23,1,0.9137367344248415,0.772398880530378
24,0,0.7049423837516063,0.9971976760737862
25,1,0.9298478406437104,0.7590158302466395
26,0,0.34748086978489096,0.45091516188004066
27,0,0.5726840447687671,0.6885555421668084
28,1,0.8176312566781032,0.8631876839403758
29,0,0.6917334114353033,0.9544685676145478
30,1,0.8339356967037634,0.8463113325870006
31,1,0.8421938614656572,0.8380127938014074
32,0,0.7263819306768332,1.0753338401904189
33,1,0.904639425935388,0.780166340903695
34,1,0.6570002909016514,1.0742297081796572
35,0,0.9400994397155797,4.911986930234051
36,1,0.5632512853835814,1.253027288324061
37,1,0.8897814580961144,0.7931939066019439
38,1,0.5436990243950018,1.29808809488774
39,1,0.8557018317383084,0.824784059811467
40,1,0.9367972778309808,0.7533852280221585
41,1,0.8269671290645219,0.8534429071777109
42,1,0.8796464857645182,0.8023328032235959
43,0,0.8359109704859945,1.7931166398034897
44,1,0.7391261188975559,0.9548698290109426
45,0,0.5267778445532306,0.6217603420384781
46,1,0.810817203985217,0.8704418545885944
47,1,0.9552137428819373,0.7388600049240106
48,1,0.8279034066769272,0.8524777468932957
49,1,0.9480195466374902,0.7444669609107831
50,1,0.8510918006625667,0.8292515921546845
51,0,0.8498367089964551,1.9594054396678304
52,1,0.5880103720379483,1.2002666353029616
53,1,0.9235013176536768,0.7642319694381877
54,0,0.5657977254640315,0.6776352554698459
55,1,0.7117438342160224,0.9916056828881805
56,1,0.7309822472629948,0.9655080317091576
57,1,0.2958316794415215,2.385712145844555
58,0,0.377173734183592,0.4724122686847319
59,0,0.7508485812753799,1.180931542500964
60,1,0.5412211747145833,1.3040310759116605
61,1,0.8653916943854758,0.8155488842198854
62,0,0.5648340773615875,0.6761346739810117
63,1,0.5169707940799224,1.3652013592476187
64,0,0.297159925259001,0.4186311791330269
65,1,0.7010824901580363,1.006685005940083
66,1,0.685382882610161,1.0297444664527249
67,0,0.6029201715832317,0.7409864419553177
68,1,0.8661430282773248,0.8148414381085973
69,1,0.7640540728049842,0.9237163387902915
70,0,0.7036510141072883,0.9928522898245739
71,1,0.5159914813306922,1.3677924080241017
72,0,0.46478315435488704,0.5497412340901265
73,1,0.8446237757617652,0.8356018987657533
74,1,0.5232415850632252,1.3488400977990886
75,1,0.8944969375172551,0.7890124618292685
76,1,0.5017018647430039,1.4067502641848064
77,1,0.7923883178121488,0.8906860625077353
78,0,0.43523239335719305,0.5209767093048919
79,1,0.7931900845940852,0.8897857455321166
80,1,0.9055472161952394,0.7793842420880065
81,0,0.6098875626405375,0.7542204273781079
82,1,0.5494214656015696,1.2845679955304874
83,0,0.6679203623910442,0.8860247239165084
84,1,0.7934649711768385,0.8894774897528992
85,1,0.9551844082272373,0.7388826960430547
86,0,0.734904170486604,1.1099034253796167
87,1,0.9324064581502232,0.7569330141378342
88,0,0.49007068956367617,0.5770030535781695
89,0,0.7745010048219411,1.3047985823548267
90,1,0.35251822192804433,2.0020787206662236
91,1,0.884731308384826,0.7977215501254159
92,1,0.9325239615938095,0.7568376361750274
93,1,0.8736991523861093,0.807794340696961
94,1,0.9088550426843673,0.7765476314954382
95,1,0.7691599686602231,0.917584455153834
96,1,0.775644155533957,0.9099136836573931
97,0,0.633766046368066,0.8033956609235413
98,1,0.8623141917637788,0.8184594867047814
99,1,0.940340389774266,0.7505465451065594
100,1,0.9152993831634707,0.7710801992785586
101,1,0.884859657823737,0.7976058401227499
102,0,0.6081067469593509,0.7507931482562423
103,1,0.8853559808637659,0.7971587090660102
104,1,0.6352653350797088,1.1109833825273587
105,1,0.9110919517683059,0.774641055054244
106,1,0.957496313808315,0.7370986400585993
107,1,0.8290457737806503,0.8513030921691471
108,0,0.3953325846088168,0.48659934658529547
109,1,0.36433936265821254,1.9371204517128013
110,0,0.5618994143690105,0.6716055145349626
111,1,0.8043929722553999,0.877393581386418
112,1,0.49588674573615904,1.4232468135874348
113,1,0.8927073734509722,0.7905941540965573
114,1,0.34163803445111374,2.065839161916329
115,1,0.8003502770621805,0.8818254344333768
116,0,0.39439555338764537,0.4858464479193385
117,1,0.5406573967357033,1.3053908723535717
118,1,0.7482440312411072,0.943234027003966
119,1,0.6872194781282132,1.0269924721743071
120,1,0.6291646937745056,1.121755937281154
