row_index,treatment,propensity_score,logit_propensity_score
0,1,0.10428573985783929,-2.1504868257229797
1,1,0.5880817476324709,0.356041051742477
2,0,0.6645318937998733,0.6835559852845831
3,1,0.5432872004488519,0.17358334841181536
4,1,0.6713322300818748,0.7142167185577233
5,0,0.4898329676740329,-0.040673735768687956
6,1,0.571227271574193,0.28686014625743433
7,1,0.6606887974146823,0.6663652352600552
8,0,0.48768138231072145,-0.049284444148608074
9,1,0.7632260804178042,1.1704485319605797
10,0,0.5229419925269162,0.09183245251036143
11,1,0.8258426918558365,1.5564453491051602
12,1,0.5305803436041883,0.12247423729948546
13,0,0.5639184685987196,0.25708045733247886
14,1,0.6421241188308108,0.584595390874585
15,1,0.5186470362155605,0.07462275400181755
16,0,0.791434916623071,1.3335965050287524
17,1,0.6407696143027729,0.5787060507023413
18,1,0.7122301208717327,0.9062399327284635
19,1,0.46993507809729596,-0.12040493974525607
20,1,0.6035333759606868,0.42020948191663593
21,1,0.8375271075212511,1.6399424580258242
22,1,0.49821797207054797,-0.007128141899637334
23,1,0.8980574969774343,2.1758251355761895
24,0,0.6774011470759473,0.7418540237705146
25,1,0.8767045996156331,1.9615869998797022
26,0,0.31634299076453887,-0.7706293046059686
27,0,0.6668567195417886,0.6940025404728459
28,1,0.8585247150124933,1.803090431093996
29,0,0.7404290955365566,1.048199976767585
30,1,0.79830496525539,1.375733858793708
31,1,0.8297846208468316,1.5841016028019663
32,0,0.7387707473681489,1.0395892683876653
33,1,0.9054516250347951,2.2593222444968517
34,1,0.6484542613921302,0.612251644571392
35,0,0.8886341151348197,2.07686454116619
36,1,0.655407231073194,0.642893429360516
37,1,0.9191668810343793,2.4310809259449444
38,1,0.6028142384069353,0.4172050023403028
39,1,0.8678219681066904,1.8818368474191176
40,1,0.9185247994156217,2.4224702175650252
41,1,0.8412528739482777,1.6675797632386145
42,1,0.8802830867088732,1.9951136452647367
43,0,0.8153478441695017,1.4851410083919674
44,1,0.7192266291367745,0.9406286739776666
45,0,0.5463062160811946,0.18575716813527127
46,1,0.858159397598976,1.8000859515176644
47,1,0.963197717888999,3.264698848112461
48,1,0.8618483981064023,1.8307277363067866
49,1,0.9548024126194209,3.0504607124159735
50,1,0.8027182964598293,1.4033711640064985
51,0,0.8560516616550559,1.7828762530091191
52,1,0.5863520533569161,0.34890514120344407
53,1,0.9077912606195147,2.2869595497096435
54,0,0.6241537876196376,0.5072167424272048
55,1,0.6377700643239476,0.5656986260296786
56,1,0.7514411107834966,1.1063130476915712
57,1,0.3243865540578609,-0.7336852142270184
58,0,0.3998353175251149,-0.40615133220089666
59,0,0.7423964385087772,1.0584615643939024
60,1,0.40721039453766716,-0.37550954741177195
61,1,0.8267209352022546,1.5625638095784427
62,0,0.4788811376148545,-0.08452573883103362
63,1,0.5732147209216137,0.29497935017158683
64,0,0.36111286850133584,-0.5705372411588449
65,1,0.6568249294147703,0.6491767864663262
66,1,0.7264550537256909,0.976710668492448
67,0,0.6146114022101973,0.4667380316196803
68,1,0.8488606569964171,1.7256928341626003
69,1,0.7252831756730682,0.9708213283202048
70,0,0.5531060542330554,0.21322845427013248
71,1,0.4263489527200502,-0.29676313108665103
72,0,0.5606671872848578,0.2438702390592571
73,1,0.8841220601380151,2.032057735643686
74,1,0.5950708082362376,0.3849681872342105
75,1,0.8640801353639823,1.8496000323130246
76,1,0.5122082094383684,0.048842545312184134
77,1,0.7804955568751241,1.2685565729373554
78,0,0.4064853456227749,-0.37851402698810555
79,1,0.7476499767648113,1.0861178180907092
80,1,0.8357214964901453,1.6267322397526023
81,0,0.7051327304577236,0.8718607339102062
82,1,0.6643460333879655,0.6827223803353767
83,0,0.7091111761882948,0.8910711758596201
84,1,0.8071667648491828,1.431704546005529
85,1,0.9340995361493205,2.6514375221147164
86,0,0.7319125828365689,1.0043479737052399
87,1,0.9219383760587819,2.468979818784055
88,0,0.4874731097223714,-0.05011804909781453
89,0,0.7630719791825152,1.1695959785273573
90,1,0.3828486336725078,-0.4774746213981036
91,1,0.9066966667502182,2.2739521250369803
92,1,0.943457915864811,2.814566546698873
93,1,0.8869235891425362,2.059695040856477
94,1,0.9158482464924793,2.3872289228825996
95,1,0.6882843335932411,0.7921105814496222
96,1,0.791294154337077,1.3327439515955297
97,0,0.6405777093432128,0.5778724457531346
98,1,0.8353085920808859,1.6237277601762685
99,1,0.9564100283532867,3.088359605255083
100,1,0.9022821484488762,2.2228430139246513
101,1,0.9135230169620332,2.357430285473627
102,0,0.6704806322948217,0.7103596855481681
103,1,0.8979811549257505,2.1749915306269814
104,1,0.6772148113982426,0.7410014703372921
105,1,0.876612414407104,1.96073444644648
106,1,0.9528717948482887,3.006608709353627
107,1,0.8040009073627031,1.4114903679206507
108,0,0.461289385957238,-0.15515295124200174
109,1,0.4154281711692658,-0.3415699366091551
110,0,0.49648630707520003,-0.01405500306704892
111,1,0.8100871946557142,1.450576842011766
112,1,0.5041513371575975,0.016605730206091674
113,1,0.8759538940714889,1.954660138712291
