pair_id,treated_row,control_row,treated_propensity,control_propensity,distance
1,2772,6007,0.005677203907612437,0.005679885775397217,2.681867784779836e-06
2,70468,18798,0.008309037996172886,0.008309597332394275,5.593362213899417e-07
3,24844,5605,0.00912669518904284,0.009125207193305819,1.487995737020284e-06
4,1796,45390,0.009790203525072285,0.00979249727292967,2.293747857384093e-06
5,41957,25164,0.010306603924667373,0.010306890480905474,2.8655623810110165e-07
6,21327,14953,0.011249958232950613,0.011251012553907732,1.0543209571188539e-06
7,49569,69817,0.011992612205071628,0.011992575851898356,3.635317327201071e-08
8,74351,58190,0.012427792933294306,0.012427279983170315,5.129501239910239e-07
9,38274,56651,0.014941821942594549,0.014943384377536471,1.5624349419228467e-06
10,16403,23890,0.016815875652392374,0.01681324859549745,2.6270568949243733e-06
11,47402,69342,0.017453857040511864,0.017457681672161218,3.8246316493538435e-06
12,25628,45782,0.017663730337909387,0.017661222112044482,2.5082258649049283e-06
13,5680,55296,0.01767585995764841,0.017675531098124548,3.288595238626346e-07
14,39265,11322,0.018116839677449884,0.018116733807986795,1.0586946308857592e-07
15,78344,29372,0.018389456654320593,0.01839050604847437,1.0493941537785545e-06
16,3233,62243,0.018842627545251678,0.01884236863130225,2.589139494295345e-07
17,31831,3128,0.019355866062670087,0.019357311163353104,1.4451006830167035e-06
18,76953,39133,0.01936312057405878,0.019368380606682375,5.260032623594785e-06
19,47189,54877,0.019948382231094974,0.019951396249271596,3.0140181766225016e-06
20,43853,44081,0.02023911294614717,0.020238950815231013,1.6213091615785435e-07
21,10634,67319,0.020617565714534422,0.020620895836174463,3.330121640041095e-06
22,16496,11361,0.022512926408820338,0.02250515716626528,7.769242555057121e-06
23,38196,55461,0.022564762459791735,0.022555820479313066,8.941980478668898e-06
24,53924,305,0.023394797232570225,0.023394522124361484,2.7510820874154795e-07
25,21781,64978,0.02422562943512763,0.024227623189681132,1.9937545535017587e-06
26,64243,49633,0.025607557436985576,0.02560355371602731,4.003720958264262e-06
27,82749,73067,0.0257672587504451,0.025765161826545566,2.0969238995333095e-06
28,67736,72151,0.02674766853386194,0.02675387339960272,6.204865740780385e-06
29,46787,23745,0.02753394054797524,0.0275348449626018,9.044146265582698e-07
30,24100,39395,0.02775678327863547,0.027757095541879984,3.1226324451530396e-07
31,41454,48945,0.02844824651645626,0.02846005038849865,1.180387204239089e-05
32,55043,2987,0.02892845140874778,0.028941349961704502,1.2898552956722847e-05
33,24163,28805,0.030035356866465898,0.03004505554201993,9.69867555403181e-06
34,3071,54570,0.030538912528274023,0.0305534053627311,1.4492834457077719e-05
35,78003,20906,0.030659855893248107,0.030655186539607214,4.669353640893159e-06
36,42782,18281,0.03099476523435484,0.031000664126938034,5.898892583192095e-06
37,26054,40675,0.031062474852238387,0.03105873172667469,3.7431255636988237e-06
38,47857,56909,0.0315852448745211,0.03158369666960728,1.5482049138190734e-06
39,64268,76085,0.031976566564942716,0.03197944346888589,2.8769039431761345e-06
40,2010,4888,0.033946961253682136,0.03395769070429937,1.0729450617232017e-05
41,79998,66809,0.03419008802604191,0.034189882867151994,2.0515888991823328e-07
42,64303,15142,0.034266208386904425,0.034271974042036676,5.765655132251857e-06
43,26495,78851,0.03432104618496668,0.034323545572213364,2.4993872466821943e-06
44,67990,6352,0.03469439583214597,0.034700188004357486,5.792172211513402e-06
45,29613,46978,0.03501884185762663,0.035021771642826424,2.9297851997928115e-06
46,13782,57434,0.035307824558906256,0.0353039566823554,3.867876550857352e-06
47,6842,41796,0.03584488275990799,0.03584194427867249,2.938481235503776e-06
48,23806,14144,0.03594834782102027,0.03595606152109028,7.713700070008378e-06
49,61753,47420,0.03602499906928844,0.03602540931567546,4.1024638702119587e-07
50,62573,66447,0.03652923775517699,0.03652368144813948,5.556307037510311e-06
51,26919,22501,0.03686233564677081,0.03684836884868551,1.3966798085296439e-05
52,67522,79353,0.037861145532705774,0.03784486529219559,1.6280240510181676e-05
53,12737,74012,0.03793657649059329,0.03793015125757208,6.425233021210841e-06
54,48967,53767,0.038103835679636294,0.038110747393285356,6.91171364906179e-06
55,56687,31538,0.038342608729072004,0.038343829208848434,1.2204797764300834e-06
56,20450,56020,0.04001781337014638,0.04001336648263766,4.446887508717523e-06
57,2806,14831,0.04016187168525044,0.040153794215876316,8.077469374125068e-06
58,69398,19562,0.04050344114137531,0.04050319777268175,2.4336869355878754e-07
59,83793,26379,0.0410734264206014,0.041080604716864005,7.178296262608241e-06
